# Chunk-averaged data for fix velocity_z and group all
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount vz
10 100 435844
  1 0.005 5043 20.0128
  2 0.015 6724 19.9854
  3 0.025 5043 19.943
  4 0.035 5043.3 19.9673
  5 0.045 6313.6 20.0141
  6 0.055 3387.4 19.9767
  7 0.065 3493.5 19.9977
  8 0.075 3266.7 20.0568
  9 0.085 3642.9 20.0087
  10 0.095 5169.2 20.047
  11 0.105 5324.4 20.0141
  12 0.115 5043 20.0306
  13 0.125 6713.7 20.0419
  14 0.135 5053.3 20.0103
  15 0.145 5043 20.0238
  16 0.155 6698.8 19.999
  17 0.165 5068.2 20.0757
  18 0.175 5043 20.0083
  19 0.185 6290 19.9621
  20 0.195 3978.3 20.0231
  21 0.205 3703.9 19.989
  22 0.215 3364.5 19.9594
  23 0.225 3412.7 19.983
  24 0.235 4044.5 20.0308
  25 0.245 5804.1 19.9878
  26 0.255 5043 19.9479
  27 0.265 6082.5 20.0044
  28 0.275 5684.5 19.9983
  29 0.285 5043 19.9821
  30 0.295 6196.2 20.0173
  31 0.305 5570.8 20.0567
  32 0.315 5043 20.0218
  33 0.325 6053.3 20.0492
  34 0.335 4774 19.992
  35 0.345 3532.4 20.0492
  36 0.355 3446.5 19.9974
  37 0.365 3507.2 20.0031
  38 0.375 3443.9 19.9955
  39 0.385 5595.7 19.9663
  40 0.395 5319 20.0431
  41 0.405 5674.4 19.9871
  42 0.415 5380.6 19.9544
  43 0.425 6610.3 19.9526
  44 0.435 4195.8 19.845
  45 0.445 70.9 20.3824
  46 0.455 0 0
  47 0.465 0 0
  48 0.475 0 0
  49 0.485 0 0
  50 0.495 0 0
  51 0.505 0 0
  52 0.515 0 0
  53 0.525 0 0
  54 0.535 0 0
  55 0.545 0 0
  56 0.555 22.8 -21.3126
  57 0.565 3817.5 -20.0583
  58 0.575 6694 -20.0471
  59 0.585 5634.2 -19.9978
  60 0.595 5377 -20.0047
  61 0.605 5559.3 -20.0118
  62 0.615 5509.3 -19.9705
  63 0.625 3562.9 -20.0299
  64 0.635 3496.1 -20.0345
  65 0.645 3406.4 -20.038
  66 0.655 3570.6 -19.9738
  67 0.665 4711.9 -19.9525
  68 0.675 6128 -20.0002
  69 0.685 5043 -20.0053
  70 0.695 5369.6 -19.9602
  71 0.705 6397.4 -20.0229
  72 0.715 5043 -20.0251
  73 0.725 5288 -20.0333
  74 0.735 6479 -19.9631
  75 0.745 5043 -19.9872
  76 0.755 5703.1 -20.0451
  77 0.765 4081.5 -20.1271
  78 0.775 3365.5 -19.9972
  79 0.785 3459.2 -20.0226
  80 0.795 3678.1 -19.9546
  81 0.805 3938 -20.0674
  82 0.815 6372.6 -20.0227
  83 0.825 5043 -19.9834
  84 0.835 5045.6 -19.9587
  85 0.845 6721.4 -20.0386
  86 0.855 5043 -20.0288
  87 0.865 5046.8 -20.014
  88 0.875 6720.2 -20.0032
  89 0.885 5043 -19.9604
  90 0.895 5208.4 -19.9545
  91 0.905 5200.3 -20.0341
  92 0.915 3618.6 -19.9819
  93 0.925 3279.8 -20.0189
