# Chunk-averaged data for fix temp_bias and group all
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount temp
10 100 440002
  1 0.005 3726.6 305.554
  2 0.015 3447.8 306.337
  3 0.025 6425.7 301.309
  4 0.035 5054 299.898
  5 0.045 6724 301.426
  6 0.055 5043 295.916
  7 0.065 6714.2 297.358
  8 0.075 5052.8 296.896
  9 0.085 6647.1 302.477
  10 0.095 5119.9 302.173
  11 0.105 6211.1 299.996
  12 0.115 4696.8 297.292
  13 0.125 3622.1 300.657
  14 0.135 3675 305.085
  15 0.145 3680.6 297.28
  16 0.155 3820.7 299.452
  17 0.165 6572.7 306.309
  18 0.175 5043 296.755
  19 0.185 6724 297.389
  20 0.195 5043 297.75
  21 0.205 6724 303.057
  22 0.215 5043 300.765
  23 0.225 6724 301.314
  24 0.235 5043 299.005
  25 0.245 6645 299.466
  26 0.255 3753.4 297.762
  27 0.265 3675.6 299.551
  28 0.275 3676 306.383
  29 0.285 3636.1 301.444
  30 0.295 5037.1 303.037
  31 0.305 5855.8 297.366
  32 0.315 5519.8 304.55
  33 0.325 6247.2 301.066
  34 0.335 5142.6 297.047
  35 0.345 6624.4 298.913
  36 0.355 5060.7 296.908
  37 0.365 6706.3 301.845
  38 0.375 5050.7 301.356
  39 0.385 6583.4 295.361
  40 0.395 3321.7 295.941
  41 0.405 5201.1 290.965
  42 0.415 5587.2 1096.52
  43 0.425 120.9 933.36
  44 0.435 0 0
  45 0.445 0 0
  46 0.455 0 0
  47 0.465 0 0
  48 0.475 0 0
  49 0.485 0 0
  50 0.495 0 0
  51 0.505 0 0
  52 0.515 0 0
  53 0.525 0 0
  54 0.535 0 0
  55 0.545 0 0
  56 0.555 0 0
  57 0.565 0 0
  58 0.575 113.7 818.037
  59 0.585 5553.4 2223.63
  60 0.595 5243.1 299.439
  61 0.605 3266.1 295.373
  62 0.615 6584.7 301.494
  63 0.625 5046 298.756
  64 0.635 6717.2 298.221
  65 0.645 5049.8 299.951
  66 0.655 6657.8 302.073
  67 0.665 5109.2 295.68
  68 0.675 6373 302.912
  69 0.685 5394 297.861
  70 0.695 5877.1 295.35
  71 0.705 5016.9 301.626
  72 0.715 3636 302.076
  73 0.725 3676 297.869
  74 0.735 3679.4 304.594
  75 0.745 3746.2 298.225
  76 0.755 6647.4 300.08
  77 0.765 5043 302.359
  78 0.775 6724 297.664
  79 0.785 5043 297.649
  80 0.795 6724 298.568
  81 0.805 5043 304.363
  82 0.815 6724 296.35
  83 0.825 5043 297.154
  84 0.835 6600.9 302.012
  85 0.845 3792.7 300.792
  86 0.855 3679.5 300.508
  87 0.865 3675.9 298.734
  88 0.875 3624.5 296.088
  89 0.885 4792 301.004
  90 0.895 6113.5 303.06
  91 0.905 5151.3 306.506
  92 0.915 6615.7 301.846
  93 0.925 5057.4 300.548
  94 0.935 6709.6 298.818
  95 0.945 5050.2 298.699
  96 0.955 6716.8 304.387
  97 0.965 5090.4 300.072
  98 0.975 6447.6 299.399
  99 0.985 3393.1 300.694
  100 0.995 3736.8 302.974
20 100 440002
  1 0.005 3721.3 304.897
  2 0.015 3452.6 306.388
  3 0.025 6423.2 301.347
  4 0.035 5055.9 299.371
  5 0.045 6724 301.802
  6 0.055 5043 295.84
  7 0.065 6710.1 297.479
  8 0.075 5056.9 296.208
  9 0.085 6619.8 301.438
  10 0.095 5147.2 302.211
  11 0.105 6164 300.264
  12 0.115 4739.3 297.226
  13 0.125 3626.7 300.829
  14 0.135 3675 305.267
  15 0.145 3679.2 297.335
  16 0.155 3794.1 298.817
  17 0.165 6600.7 306.231
  18 0.175 5043 297.508
  19 0.185 6724 297.467
  20 0.195 5043 297.836
  21 0.205 6724 302.385
  22 0.215 5043 300.892
  23 0.225 6724 301.319
  24 0.235 5043 298.726
  25 0.245 6608 299.769
  26 0.255 3787.4 297.52
  27 0.265 3678.6 299.355
  28 0.275 3676 306.468
  29 0.285 3627.9 300.922
  30 0.295 4902.9 302.715
  31 0.305 5998.2 298.123
  32 0.315 5273.5 304.943
  33 0.325 6493.5 301.541
  34 0.335 5059.3 295.903
  35 0.345 6707.7 298.985
  36 0.355 5045.5 297.525
  37 0.365 6721.5 301.879
  38 0.375 5043.7 301.496
  39 0.385 6578.4 295.226
  40 0.395 3284.1 295.552
  41 0.405 5181.6 299.54
  42 0.415 5646.7 1569.2
  43 0.425 130.5 874.763
  44 0.435 0 0
  45 0.445 0 0
  46 0.455 0 0
  47 0.465 0 0
  48 0.475 0 0
  49 0.485 0 0
  50 0.495 0 0
  51 0.505 0 0
  52 0.515 0 0
  53 0.525 0 0
  54 0.535 0 0
  55 0.545 0 0
  56 0.555 0 0
  57 0.565 0 0
  58 0.575 124 1498.02
  59 0.585 5615.2 3713.65
  60 0.595 5210.5 299.517
  61 0.605 3236.8 296.173
  62 0.615 6577.2 301.002
  63 0.625 5043.3 298.913
  64 0.635 6723.9 298.012
  65 0.645 5043.1 299.104
  66 0.655 6714.3 302.794
  67 0.665 5052.7 295.571
  68 0.675 6577.1 302.341
  69 0.685 5189.9 297.449
  70 0.695 6016.3 295.953
  71 0.705 4885 302.424
  72 0.715 3628.7 300.931
  73 0.725 3676 297.544
  74 0.735 3684.6 304.279
  75 0.745 3787.1 298.225
  76 0.755 6601.3 300.899
  77 0.765 5043 302.426
  78 0.775 6724 297.649
  79 0.785 5043 297.086
  80 0.795 6724 298.512
  81 0.805 5043 303.701
  82 0.815 6724 296.909
  83 0.825 5043 295.761
  84 0.835 6635.2 301.781
  85 0.845 3760.7 300.562
  86 0.855 3678.1 300.314
  87 0.865 3675 298.238
  88 0.875 3626.9 294.672
  89 0.885 4838.1 301.29
  90 0.895 6065 303.584
  91 0.905 5187.9 306.698
  92 0.915 6579.1 301.841
  93 0.925 5063.6 300.683
  94 0.935 6703.4 298.764
  95 0.945 5052 299.134
  96 0.955 6715 304.105
  97 0.965 5096.7 300.657
  98 0.975 6441.3 298.528
  99 0.985 3394.9 300.823
  100 0.995 3736.1 310.218
30 100 440002
  1 0.005 3716.7 308.152
  2 0.015 3451.6 306.485
  3 0.025 6422.8 301.397
  4 0.035 5058.9 298.774
  5 0.045 6724 302.14
  6 0.055 5043 295.866
  7 0.065 6708.5 297.514
  8 0.075 5058.5 295.575
  9 0.085 6594.8 300.781
  10 0.095 5172.2 301.668
  11 0.105 6105.8 300.352
  12 0.115 4797.2 297.443
  13 0.125 3627 301.044
  14 0.135 3675 305.136
  15 0.145 3677 297.5
  16 0.155 3766.5 298.496
  17 0.165 6630.5 305.709
  18 0.175 5043 298.254
  19 0.185 6724 297.666
  20 0.195 5043 297.877
  21 0.205 6724 301.593
  22 0.215 5043 301.209
  23 0.225 6723.7 301.336
  24 0.235 5043.3 298.423
  25 0.245 6556.4 300.02
  26 0.255 3834.4 297.229
  27 0.265 3683.2 299.085
  28 0.275 3675.3 306.352
  29 0.285 3620 300.123
  30 0.295 4763.6 303.554
  31 0.305 6146.1 298.106
  32 0.315 5127.9 304.629
  33 0.325 6639.1 302.259
  34 0.335 5044.3 294.948
  35 0.345 6722.7 299.011
  36 0.355 5043 298.366
  37 0.365 6724 301.745
  38 0.375 5043 301.558
  39 0.385 6565.7 295.289
  40 0.395 3250.6 296.142
  41 0.405 5158.3 759.58
  42 0.415 5709.6 1097.25
  43 0.425 137.8 1012.57
  44 0.435 0 0
  45 0.445 0 0
  46 0.455 0 0
  47 0.465 0 0
  48 0.475 0 0
  49 0.485 0 0
  50 0.495 0 0
  51 0.505 0 0
  52 0.515 0 0
  53 0.525 0 0
  54 0.535 0 0
  55 0.545 0 0
  56 0.555 0 0
  57 0.565 0 0
  58 0.575 136.1 24645.5
  59 0.585 5673.2 5498.51
  60 0.595 5178.3 301.528
  61 0.605 3209.2 295.086
  62 0.615 6567.2 301.004
  63 0.625 5043 299.288
  64 0.635 6724 297.945
  65 0.645 5043 298.2
  66 0.655 6722.3 303.537
  67 0.665 5044.7 295.532
  68 0.675 6669.2 301.651
  69 0.685 5097.8 297.209
  70 0.695 6158.3 296.944
  71 0.705 4750 302.527
  72 0.715 3621.7 300
  73 0.725 3676.6 297.284
  74 0.735 3685.8 303.845
  75 0.745 3844.1 298.394
  76 0.755 6542.5 301.68
  77 0.765 5043 302.423
  78 0.775 6724 297.578
  79 0.785 5043 296.599
  80 0.795 6724 298.615
  81 0.805 5043 303.008
  82 0.815 6724 297.362
  83 0.825 5043 294.482
  84 0.835 6663.2 301.573
  85 0.845 3735.3 300.532
  86 0.855 3675.5 300.267
  87 0.865 3675 297.614
  88 0.875 3630.8 293.712
  89 0.885 4887.9 301.528
  90 0.895 6011.3 304.174
  91 0.905 5246.8 306.752
  92 0.915 6520.2 301.744
  93 0.925 5068.8 300.819
  94 0.935 6698.2 298.764
  95 0.945 5054.5 299.681
  96 0.955 6712.5 303.871
  97 0.965 5103.3 301.142
  98 0.975 6434.7 297.751
  99 0.985 3394.6 300.701
  100 0.995 3739.4 322.783
40 100 440002
  1 0.005 3714.3 307.744
  2 0.015 3453.1 306.597
  3 0.025 6424.7 301.368
  4 0.035 5058.4 298.177
  5 0.045 6724 302.419
  6 0.055 5043 295.991
  7 0.065 6705.5 297.379
  8 0.075 5061.5 295.146
  9 0.085 6558.4 299.684
  10 0.095 5208.6 301.692
  11 0.105 6056.2 300.443
  12 0.115 4842.8 297.636
  13 0.125 3631 301.35
  14 0.135 3675 304.714
  15 0.145 3675 297.635
  16 0.155 3736.4 298.249
  17 0.165 6662.6 305.006
  18 0.175 5043 298.94
  19 0.185 6724 297.982
  20 0.195 5043 297.887
  21 0.205 6724 300.737
  22 0.215 5043 301.691
  23 0.225 6722.5 301.383
  24 0.235 5044.5 298.125
  25 0.245 6495.5 300.118
  26 0.255 3890.7 297.097
  27 0.265 3687.8 298.732
  28 0.275 3675 306.041
  29 0.285 3615 299.831
  30 0.295 4620.6 304.417
  31 0.305 6294.4 297.787
  32 0.315 5062.5 303.943
  33 0.325 6704.5 302.915
  34 0.335 5043 294.347
  35 0.345 6724 298.916
  36 0.355 5043 299.256
  37 0.365 6724 301.557
  38 0.375 5043 301.572
  39 0.385 6547.8 295.357
  40 0.395 3222.2 295.03
  41 0.405 5118.1 738.287
  42 0.415 5789.2 920.947
  43 0.425 144.7 5090.98
  44 0.435 0 0
  45 0.445 0 0
  46 0.455 0 0
  47 0.465 0 0
  48 0.475 0 0
  49 0.485 0 0
  50 0.495 0 0
  51 0.505 0 0
  52 0.515 0 0
  53 0.525 0 0
  54 0.535 0 0
  55 0.545 0 0
  56 0.555 0 0
  57 0.565 0.4 0
  58 0.575 146.1 4.30946e+06
  59 0.585 5730 119991
  60 0.595 5160.3 152317
  61 0.605 3176.5 43122.9
  62 0.615 6550.7 301.198
  63 0.625 5043 299.797
  64 0.635 6724 297.918
  65 0.645 5043 297.452
  66 0.655 6724 304.3
  67 0.665 5043 295.45
  68 0.675 6711.6 300.817
  69 0.685 5055.4 297.128
  70 0.695 6303 297.645
  71 0.705 4614.1 303.146
  72 0.715 3612.9 298.634
  73 0.725 3678.7 297.048
  74 0.735 3690.4 303.603
  75 0.745 3912.4 297.888
  76 0.755 6467.5 302.71
  77 0.765 5043 302.333
  78 0.775 6724 297.442
  79 0.785 5043 296.222
  80 0.795 6724 298.876
  81 0.805 5043 302.32
  82 0.815 6724 297.691
  83 0.825 5043 293.371
  84 0.835 6683.5 301.458
  85 0.845 3716.5 300.649
  86 0.855 3674 300.183
  87 0.865 3675.3 296.967
  88 0.875 3632.2 293.211
  89 0.885 4936.4 301.979
  90 0.895 5961.1 304.587
  91 0.905 5307.7 306.54
  92 0.915 6459.3 301.703
  93 0.925 5074.6 300.859
  94 0.935 6692.4 298.875
  95 0.945 5056.4 300.657
  96 0.955 6710.6 303.426
  97 0.965 5107.4 301.691
  98 0.975 6431.1 296.962
  99 0.985 3394.7 300.583
  100 0.995 3738.3 302.606
50 100 440002
  1 0.005 3714.3 313.208
  2 0.015 3453.8 306.817
  3 0.025 6424.6 301.133
  4 0.035 5059.2 297.64
  5 0.045 6723.5 302.63
  6 0.055 5043.5 296.193
  7 0.065 6696.8 297.106
  8 0.075 5070.2 294.917
  9 0.085 6509.5 298.757
  10 0.095 5257.5 301.548
  11 0.105 6007.9 300.382
  12 0.115 4885.2 297.882
  13 0.125 3636.9 301.919
  14 0.135 3675 304.035
  15 0.145 3675 297.937
  16 0.155 3714.3 297.051
  17 0.165 6684.7 304.659
  18 0.175 5043 299.513
  19 0.185 6724 298.401
  20 0.195 5043 297.876
  21 0.205 6724 299.874
  22 0.215 5043 302.3
  23 0.225 6720 301.546
  24 0.235 5047 297.758
  25 0.245 6420.1 300.246
  26 0.255 3955.8 296.757
  27 0.265 3697.4 298.403
  28 0.275 3675.7 305.511
  29 0.285 3605.7 299.845
  30 0.295 4493.3 305.301
  31 0.305 6431 297.277
  32 0.315 5046.8 303.029
  33 0.325 6720.2 303.432
  34 0.335 5043 294.031
  35 0.345 6724 298.787
  36 0.355 5043 300.2
  37 0.365 6724 301.299
  38 0.375 5043 301.566
  39 0.385 6518.8 295.414
  40 0.395 3207 293.148
  41 0.405 5081.8 729.869
  42 0.415 5855.6 845.493
  43 0.425 158.8 6497.58
  44 0.435 0 0
  45 0.445 0 0
  46 0.455 0 0
  47 0.465 0 0
  48 0.475 0 0
  49 0.485 0 0
  50 0.495 0 0
  51 0.505 0 0
  52 0.515 0 0
  53 0.525 0 0
  54 0.535 0.4 0
  55 0.545 0.3 0
  56 0.555 0.3 0
  57 0.565 0 0
  58 0.575 156.5 26272.3
  59 0.585 5789.1 2491.96
  60 0.595 5122.7 12897.7
  61 0.605 3176.3 262421
  62 0.615 6518.4 105133
  63 0.625 5043 300.38
  64 0.635 6724 297.928
  65 0.645 5043 296.914
  66 0.655 6724 304.896
  67 0.665 5043 295.504
  68 0.675 6722.5 299.98
  69 0.685 5044.5 297.063
  70 0.695 6415.4 297.845
  71 0.705 4509.5 303.835
  72 0.715 3605.1 297.778
  73 0.725 3681.5 296.805
  74 0.735 3696.7 303.553
  75 0.745 3995 298.334
  76 0.755 6375.8 302.989
  77 0.765 5043.2 302.142
  78 0.775 6723.8 297.238
  79 0.785 5043 295.981
