LAMMPS data file via MDAnalysis

       35500  atoms
           0  bonds
           0  angles
           0  dihedrals
           0  impropers

           2  atom types
           0  bond types
           0  angle types
           0  dihedral types
           0  improper types

0.000000 100.000000 xlo xhi
0.000000 100.000000 ylo yhi
0.000000 137.927979 zlo zhi


Masses

1 26.982000
2 15.999000

Atoms

1 0 1 4.981163 81.717400 134.525040
2 0 1 13.770140 87.471626 119.446297
3 0 1 81.290276 67.570992 134.812653
4 0 1 21.758438 67.528053 119.989464
5 0 1 41.994164 14.778681 134.875580
6 0 1 99.318947 62.223518 130.443115
7 0 1 26.864569 45.407921 126.543777
8 0 1 21.426319 52.700279 127.105141
9 0 1 28.076956 59.132938 127.453911
10 0 1 13.889736 6.920732 122.075424
11 0 1 97.010017 46.360481 127.107140
12 0 1 77.369835 70.921577 131.892197
13 0 1 22.279510 79.605713 127.928566
14 0 1 30.982281 90.931992 122.626381
15 0 1 59.337830 6.180731 128.969299
16 0 1 14.069862 76.255646 120.405899
17 0 1 99.567635 54.238007 120.710289
18 0 1 16.951418 77.169426 120.482819
19 0 1 95.627380 76.703232 131.212509
20 0 1 18.443260 66.686424 128.848679
21 0 1 4.472053 66.572685 128.753983
22 0 1 79.119621 57.385155 130.252945
23 0 1 30.407146 72.949577 126.779640
24 0 1 12.646133 56.976513 133.713135
25 0 1 39.329708 82.784676 118.220055
26 0 1 13.711296 64.255692 131.515656
27 0 1 7.932811 78.335289 119.631233
28 0 1 72.954430 59.881393 135.299408
29 0 1 61.716961 62.582645 129.253052
30 0 1 43.565926 86.986481 132.727448
31 0 1 70.211746 59.899227 134.737137
32 0 1 93.408806 56.888348 129.065872
33 0 1 35.387608 79.078827 119.140442
34 0 1 95.534264 7.442081 124.899200
35 0 1 37.670921 84.965012 118.591087
36 0 1 37.334118 9.022655 132.835831
37 0 1 42.881390 84.082825 117.669098
38 0 1 40.023769 85.393120 116.028633
39 0 1 45.734356 7.515359 123.569633
40 0 1 35.313686 77.670685 127.770264
41 0 1 19.853016 88.165321 130.655151
42 0 1 5.196702 64.834190 134.501129
43 0 1 36.270943 97.466377 127.965912
44 0 1 35.958473 95.573471 132.276428
45 0 1 14.082001 88.365074 125.266975
46 0 1 13.390287 18.785723 125.820122
47 0 1 15.552322 95.472107 126.715935
48 0 1 14.073974 6.166550 131.075928
49 0 1 40.124165 84.108215 121.837761
50 0 1 15.830574 1.279850 125.579872
51 0 1 2.635339 90.528137 127.946266
52 0 1 34.018509 92.919624 125.848228
53 0 1 19.875875 83.028679 130.555237
54 0 1 90.298706 96.387634 133.167694
55 0 1 8.595229 90.799156 124.496742
56 0 1 14.638538 91.125633 124.594093
57 0 1 10.544450 93.500961 125.108070
58 0 1 11.753479 90.744881 124.789658
59 0 1 11.329102 94.635124 121.434814
60 0 1 13.339149 95.059509 124.306175
61 0 1 52.442604 7.499495 128.021561
62 0 1 12.566649 98.134949 124.295883
63 0 1 23.287586 3.579487 133.597015
64 0 1 48.378128 14.347570 136.885071
65 0 1 45.216164 78.669334 119.978523
66 0 1 17.578207 15.086351 126.402870
67 0 1 12.371107 12.427586 122.257858
68 0 1 83.926826 4.900810 128.655273
69 0 1 75.588394 20.419411 124.336418
70 0 1 13.278500 91.765129 122.227531
71 0 1 2.614548 11.222474 120.475479
72 0 1 54.613232 92.240341 134.221237
73 0 1 5.411187 15.684768 120.858681
74 0 1 18.474199 39.475822 134.006348
75 0 1 5.036922 9.839733 120.488022
76 0 1 97.095909 19.509806 127.171196
77 0 1 15.824135 98.310478 126.122482
78 0 1 16.002810 99.370682 123.048531
79 0 1 2.440226 8.710460 120.980942
80 0 1 41.119366 41.163857 124.982712
81 0 1 76.821724 50.982365 135.866653
82 0 1 82.142563 18.582178 132.156799
83 0 1 18.125212 49.141144 131.095200
84 0 1 80.738640 19.878767 130.136887
85 0 1 3.451160 40.812305 132.764221
86 0 1 25.949398 57.490570 126.645355
87 0 1 5.690624 7.698060 135.422714
88 0 1 52.487179 85.566093 133.726700
89 0 1 52.940079 60.748672 132.232330
90 0 1 9.086409 12.631127 135.816193
91 0 1 12.925406 85.891441 129.533234
92 0 1 35.276630 72.670013 128.441666
93 0 1 11.369227 1.944291 131.295441
94 0 1 99.927185 77.045181 132.791458
95 0 1 32.208961 59.260208 134.043427
96 0 1 95.174232 33.181297 130.584839
97 0 1 18.417658 29.028349 128.913513
98 0 1 29.244616 15.924949 125.852097
99 0 1 33.809090 83.217819 120.587685
100 0 1 30.665131 75.347763 124.490746
101 0 1 35.493378 54.118786 131.237015
102 0 1 10.235138 88.551231 124.324066
103 0 1 33.501747 89.880127 116.408218
104 0 1 12.616155 69.967255 128.421356
105 0 1 14.859212 59.878784 123.150780
106 0 1 11.493865 96.030525 135.408432
107 0 1 22.454630 13.574234 132.794479
108 0 1 19.115217 70.856819 123.132423
109 0 1 87.136063 76.919022 126.483780
110 0 1 75.258217 77.434082 129.323334
111 0 1 11.794058 80.876656 122.171234
112 0 1 45.141388 35.468594 132.790497
113 0 1 47.929283 24.743517 131.264114
114 0 1 16.596766 87.976807 123.813057
115 0 1 71.068466 52.100906 135.193893
116 0 1 32.200245 77.483299 120.036781
117 0 1 13.982303 68.563293 122.662872
118 0 1 65.852989 29.246256 131.400467
119 0 1 20.606636 69.708038 120.578278
120 0 1 24.579712 78.627884 120.337471
121 0 1 28.516678 75.833031 125.783714
122 0 1 16.715902 76.821968 131.055832
