# Chunk-averaged data for fix temp_bias and group all
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount temp
10 100 435844
  1 0.005 5043 299.034
  2 0.015 6724 296.331
  3 0.025 5043 300.886
  4 0.035 5043.1 299.035
  5 0.045 6308.9 297.34
  6 0.055 3383.3 297.11
  7 0.065 3486.7 304.163
  8 0.075 3272.7 299.337
  9 0.085 3633.8 295.562
  10 0.095 5172.6 302.073
  11 0.105 5339.9 303.936
  12 0.115 5043 301.742
  13 0.125 6711.2 301.62
  14 0.135 5055.8 296.463
  15 0.145 5043 303.419
  16 0.155 6691.2 303.951
  17 0.165 5075.8 296.655
  18 0.175 5043 299.861
  19 0.185 6271.5 300.265
  20 0.195 3987.1 293.173
  21 0.205 3701.1 300.012
  22 0.215 3348.7 306.562
  23 0.225 3423.9 299.501
  24 0.235 4040.4 297.756
  25 0.245 5825.3 303.715
  26 0.255 5043 295.722
  27 0.265 5999.9 297.406
  28 0.275 5767.1 298.296
  29 0.285 5043 297.945
  30 0.295 6122.5 295.707
  31 0.305 5644.5 301.523
  32 0.315 5043 302.102
  33 0.325 6023.7 297.715
  34 0.335 4793 304.13
  35 0.345 3527.9 300.814
  36 0.355 3443.8 297.792
  37 0.365 3508.8 298.696
  38 0.375 3453.6 300.975
  39 0.385 5592.1 300.563
  40 0.395 5320.8 299.883
  41 0.405 5666.4 298.267
  42 0.415 5392.4 304.647
  43 0.425 6594.9 303.197
  44 0.435 4214.9 321.191
  45 0.445 71.7 396.643
  46 0.455 0 0
  47 0.465 0 0
  48 0.475 0 0
  49 0.485 0 0
  50 0.495 0 0
  51 0.505 0 0
  52 0.515 0 0
  53 0.525 0 0
  54 0.535 0 0
  55 0.545 0 0
  56 0.555 23.3 260.901
  57 0.565 3834.5 729.548
  58 0.575 6688.3 300.545
  59 0.585 5634.7 296.112
  60 0.595 5374.5 300.966
  61 0.605 5563.3 299.108
  62 0.615 5502.4 298.828
  63 0.625 3568.6 297.791
  64 0.635 3506.2 292.867
  65 0.645 3405.1 303.948
  66 0.655 3557.5 298.445
  67 0.665 4735.7 301.824
  68 0.675 6095.9 300.705
  69 0.685 5043 305.037
  70 0.695 5430.7 306.373
  71 0.705 6336.3 295.94
  72 0.715 5043 298.293
  73 0.725 5340.2 302.718
  74 0.735 6426.8 304.298
  75 0.745 5043 304.859
  76 0.755 5728.5 298.487
  77 0.765 4075.8 296.524
  78 0.775 3368.8 307.499
  79 0.785 3446 298.972
  80 0.795 3678.9 295.446
  81 0.805 3944.4 294.552
  82 0.815 6355.6 302.696
  83 0.825 5043 296.981
  84 0.835 5047.4 293.062
  85 0.845 6719.6 304.414
  86 0.855 5043 295.885
  87 0.865 5047.9 296.248
  88 0.875 6719.1 299.146
  89 0.885 5043 301.702
  90 0.895 5222.3 299.332
  91 0.905 5196.2 299.288
  92 0.915 3624.5 293.633
  93 0.925 3280.9 295.106
  94 0.935 3511.4 307.098
  95 0.945 3417.5 298.516
  96 0.955 6343.3 298.642
  97 0.965 5044.9 301.839
  98 0.975 5043 295.812
  99 0.985 6724 294.772
  100 0.995 5043 302.558
20 100 435844
  1 0.005 5043 298.167
  2 0.015 6724 296.588
  3 0.025 5043 301.439
  4 0.035 5043 299.287
  5 0.045 6298.9 297.307
  6 0.055 3373.8 296.706
  7 0.065 3461.7 304.097
  8 0.075 3283.1 299.79
  9 0.085 3630.4 294.639
  10 0.095 5153.5 302.392
  11 0.105 5396.6 303.936
  12 0.115 5043 301.605
  13 0.125 6696.2 301.678
  14 0.135 5070.8 297.232
  15 0.145 5043 303.392
  16 0.155 6649.7 303.446
  17 0.165 5117.3 296.974
  18 0.175 5043 299.929
  19 0.185 6193.9 300.482
  20 0.195 4022.5 293.629
  21 0.205 3662.9 300.137
  22 0.215 3296.2 304.576
  23 0.225 3467.7 301.396
  24 0.235 4026.5 296.462
  25 0.245 5928.3 303.813
  26 0.255 5043 295.383
  27 0.265 5634.6 296.822
  28 0.275 6132.4 298.96
  29 0.285 5043 297.277
  30 0.295 5711.9 296.215
  31 0.305 6055.1 300.644
  32 0.315 5043 302.187
  33 0.325 5872.7 298.289
  34 0.335 4876.1 303.754
  35 0.345 3513.2 301.932
  36 0.355 3416.8 295.656
  37 0.365 3549.4 299.05
  38 0.375 3478 300.093
  39 0.385 5581.9 301.294
  40 0.395 5340.5 300.177
  41 0.405 5592.3 298.173
  42 0.415 5472.9 305.211
  43 0.425 6519.6 305.702
  44 0.435 4314.6 329.198
  45 0.445 76 369.532
  46 0.455 0 0
  47 0.465 0 0
  48 0.475 0 0
  49 0.485 0 0
  50 0.495 0 0
  51 0.505 0 0
  52 0.515 0 0
  53 0.525 0 0
  54 0.535 0 0
  55 0.545 0 0
  56 0.555 25.5 303.256
  57 0.565 3926.8 870.798
  58 0.575 6652.2 302.361
  59 0.585 5631.2 296.784
  60 0.595 5384.2 300.591
  61 0.605 5574.7 298.959
  62 0.615 5457.6 299.353
  63 0.625 3591.5 298.64
  64 0.635 3560.9 293.27
  65 0.645 3401.8 305.395
