# Chunk-averaged data for fix velocity_z and group all
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount vz
10 100 442002
  1 0.005 3683.5 20.0471
  2 0.015 3519.2 19.9443
  3 0.025 6415.2 20.0165
  4 0.035 5051.8 19.98
  5 0.045 6724 20.0091
  6 0.055 5043 20.0192
  7 0.065 6723.1 20.0155
  8 0.075 5043.9 20.0137
  9 0.085 6721.8 19.9929
  10 0.095 5045.2 20.023
  11 0.105 6416.2 20.012
  12 0.115 4488.8 19.9297
  13 0.125 3625 20.019
  14 0.135 3675 20.0229
  15 0.145 3675 19.9237
  16 0.155 3766.9 19.884
  17 0.165 6632.1 20.0351
  18 0.175 5043 19.9767
  19 0.185 6724 19.9684
  20 0.195 5043 20.0535
  21 0.205 6724 20.0269
  22 0.215 5043 20.0213
  23 0.225 6724 19.9943
  24 0.235 5043 19.9704
  25 0.245 6721.1 19.9929
  26 0.255 3677.9 20.0642
  27 0.265 3675 20.0368
  28 0.275 3675 20.0332
  29 0.285 3636 20.063
  30 0.295 4985.8 20.0082
  31 0.305 5909.2 20.0386
  32 0.315 5673.4 19.9857
  33 0.325 6093.6 19.991
  34 0.335 5460.2 19.9728
  35 0.345 6306.8 19.9879
  36 0.355 5276.4 19.9852
  37 0.365 6490.6 20.0215
  38 0.375 5252.5 19.9717
  39 0.385 6402.4 20.0368
  40 0.395 3423.8 19.9692
  41 0.405 5266.3 19.9926
  42 0.415 6311.2 20.0811
  43 0.425 209.8 18.1687
  44 0.435 0 0
  45 0.445 0 0
  46 0.455 0 0
  47 0.465 0 0
  48 0.475 0 0
  49 0.485 0 0
  50 0.495 0 0
  51 0.505 0 0
  52 0.515 0 0
  53 0.525 0 0
  54 0.535 0 0
  55 0.545 0 0
  56 0.555 0 0
  57 0.565 0 0
  58 0.575 216.8 -20.0938
  59 0.585 6190.5 -19.9705
  60 0.595 5318.5 -20.0136
  61 0.605 3427.6 -19.9892
  62 0.615 6364.4 -20.009
  63 0.625 5287.2 -19.995
  64 0.635 6442 -20.0223
  65 0.645 5325 -20.0375
  66 0.655 6390.8 -19.9991
  67 0.665 5376.2 -19.971
  68 0.675 6104.9 -20.0031
  69 0.685 5662.1 -20.0857
  70 0.695 5895.8 -19.952
  71 0.705 5004.5 -20.0661
  72 0.715 3629.7 -19.9308
  73 0.725 3675 -19.9791
  74 0.735 3673 -19.9735
  75 0.745 3678 -20.0298
