# Chunk-averaged data for fix velocity_z and group all
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount vz
10 100 440002
  1 0.005 3728.9 19.9651
  2 0.015 3445.9 19.9523
  3 0.025 6426.1 20.0259
  4 0.035 5052.9 20.0214
  5 0.045 6724 20.0189
  6 0.055 5043 19.9793
  7 0.065 6715.5 20.0114
  8 0.075 5051.5 20.0066
  9 0.085 6654.1 20.0405
  10 0.095 5112.9 19.9238
  11 0.105 6225.7 20.0299
  12 0.115 4683.8 20.0257
  13 0.125 3620.5 19.9566
  14 0.135 3675 20.0759
  15 0.145 3681 19.9833
  16 0.155 3830.3 19.9838
  17 0.165 6562.7 19.9887
  18 0.175 5043 20.0164
  19 0.185 6724 20.045
  20 0.195 5043 20.031
  21 0.205 6724 19.982
  22 0.215 5043 19.962
  23 0.225 6724 19.9671
  24 0.235 5043 20.0178
  25 0.245 6653.6 19.9716
  26 0.255 3745.5 19.992
  27 0.265 3674.9 19.9968
  28 0.275 3676 19.9962
  29 0.285 3638.4 20.029
  30 0.295 5057.9 20.0347
  31 0.305 5832.7 19.9508
  32 0.315 5575 19.9975
  33 0.325 6192 20.0035
  34 0.335 5170.3 19.998
  35 0.345 6596.7 19.9959
  36 0.355 5066.1 19.9392
  37 0.365 6700.9 19.9551
  38 0.375 5053.2 20.012
  39 0.385 6583.6 20.0075
  40 0.395 3328.1 19.9655
  41 0.405 5204.1 19.9911
  42 0.415 5577.1 19.9622
  43 0.425 118.9 20.351
  44 0.435 0 0
  45 0.445 0 0
  46 0.455 0 0
  47 0.465 0 0
  48 0.475 0 0
  49 0.485 0 0
  50 0.495 0 0
  51 0.505 0 0
  52 0.515 0 0
  53 0.525 0 0
  54 0.535 0 0
  55 0.545 0 0
  56 0.555 0 0
  57 0.565 0 0
  58 0.575 111.8 -19.3488
  59 0.585 5543.9 -19.9988
  60 0.595 5244 -20.0358
  61 0.605 3273.5 -19.9327
  62 0.615 6586.6 -20.0106
  63 0.625 5047.2 -20.0792
  64 0.635 6713.4 -19.9842
  65 0.645 5053.6 -19.9817
  66 0.655 6638.5 -19.9694
  67 0.665 5128.5 -19.969
  68 0.675 6318.1 -20.0327
  69 0.685 5448.9 -20.0134
  70 0.695 5844.1 -19.9949
  71 0.705 5047.5 -20.0174
  72 0.715 3638.4 -20.0504
  73 0.725 3676 -20.0698
  74 0.735 3678.3 -20.0254
  75 0.745 3738 -19.9749
  76 0.755 6656.7 -19.9751
  77 0.765 5043 -19.9861
  78 0.775 6724 -20.0411
  79 0.785 5043 -19.9439
  80 0.795 6724 -19.9973
  81 0.805 5043 -20.0106
  82 0.815 6724 -20.0241
  83 0.825 5043 -19.9931
  84 0.835 6592 -20.0048
  85 0.845 3800.4 -20.018
  86 0.855 3680.6 -19.9669
  87 0.865 3676 -19.9855
  88 0.875 3623.1 -19.978
  89 0.885 4778.6 -19.9482
  90 0.895 6128.3 -20.01
  91 0.905 5137.6 -19.9795
  92 0.915 6629.4 -19.9434
  93 0.925 5054.5 -19.9552
  94 0.935 6712.5 -19.9783
  95 0.945 5048.1 -20.0145
  96 0.955 6718.9 -19.999
  97 0.965 5088.8 -20
  98 0.975 6448.8 -20.0075
  99 0.985 3392.6 -19.9322
  100 0.995 3738 -20.0295
20 100 440002
  1 0.005 3723.4 19.9615
  2 0.015 3449.8 19.9525
  3 0.025 6424 20.0239
  4 0.035 5055 20.0249
  5 0.045 6724 20.0184
  6 0.055 5043 19.9774
  7 0.065 6711.7 20.0114
  8 0.075 5055.3 20.0063
  9 0.085 6636.7 20.0397
  10 0.095 5130.3 19.9263
  11 0.105 6195.7 20.0323
  12 0.115 4710.5 20.0237
  13 0.125 3623.8 19.9581
  14 0.135 3675 20.0761
  15 0.145 3680 19.9851
  16 0.155 3807.5 19.9788
  17 0.165 6586.5 19.9901
  18 0.175 5043 20.0153
  19 0.185 6724 20.0439
  20 0.195 5043 20.0335
  21 0.205 6724 19.9824
  22 0.215 5043 19.9592
  23 0.225 6724 19.9682
  24 0.235 5043 20.0164
  25 0.245 6628.1 19.9731
  26 0.255 3768.9 19.9862
  27 0.265 3677 19.9997
  28 0.275 3676 19.9941
  29 0.285 3632 20.0268
  30 0.295 4980.8 20.0339
  31 0.305 5916.2 19.9534
  32 0.315 5396 19.9982
  33 0.325 6371 20.003
  34 0.335 5088.3 19.9963
  35 0.345 6678.7 19.9966
  36 0.355 5050 19.9413
  37 0.365 6717 19.9529
  38 0.375 5046 20.0128
  39 0.385 6582.5 20.0067
  40 0.395 3304.6 19.9734
  41 0.405 5191 19.9937
  42 0.415 5615.2 19.9552
  43 0.425 125.7 20.1237
  44 0.435 0 0
  45 0.445 0 0
  46 0.455 0 0
  47 0.465 0 0
  48 0.475 0 0
  49 0.485 0 0
  50 0.495 0 0
  51 0.505 0 0
  52 0.515 0 0
  53 0.525 0 0
  54 0.535 0 0
  55 0.545 0 0
  56 0.555 0 0
  57 0.565 0 0
  58 0.575 119.1 -20.079
  59 0.585 5579.6 -20.0045
  60 0.595 5235.2 -20.0176
  61 0.605 3247.9 -19.9309
  62 0.615 6581 -20.0083
  63 0.625 5044.2 -20.0809
  64 0.635 6723.1 -19.9826
  65 0.645 5043.9 -19.9829
  66 0.655 6695.5 -19.9714
  67 0.665 5071.5 -19.9668
  68 0.675 6484.4 -20.0267
  69 0.685 5282.6 -20.0187
  70 0.695 5945.9 -19.992
  71 0.705 4951.9 -20.0204
  72 0.715 3632.2 -20.0485
  73 0.725 3676 -20.0708
  74 0.735 3682.3 -20.0253
  75 0.745 3763.3 -19.9729
  76 0.755 6627.4 -19.979
  77 0.765 5043 -19.9831
  78 0.775 6724 -20.0428
  79 0.785 5043 -19.9418
  80 0.795 6724 -19.9976
  81 0.805 5043 -20.0088
  82 0.815 6724 -20.0259
  83 0.825 5043 -19.9915
  84 0.835 6615.8 -20.0039
  85 0.845 3779.4 -20.024
  86 0.855 3678.4 -19.9638
  87 0.865 3675.4 -19.9836
  88 0.875 3625 -19.9828
  89 0.885 4811.2 -19.9528
  90 0.895 6093.8 -20.0077
  91 0.905 5158.6 -19.9759
  92 0.915 6608.4 -19.946
  93 0.925 5060.2 -19.9538
  94 0.935 6706.8 -19.979
  95 0.945 5049.7 -20.016
