# Chunk-averaged data for fix temp_bias and group all
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount temp
10 100 440002
  1 0.005 3728.9 305.43
  2 0.015 3445.9 306.286
  3 0.025 6426.1 301.304
  4 0.035 5052.9 299.917
  5 0.045 6724 301.426
  6 0.055 5043 295.916
  7 0.065 6715.5 297.349
  8 0.075 5051.5 296.909
  9 0.085 6654.1 302.584
  10 0.095 5112.9 302.028
  11 0.105 6225.7 299.936
  12 0.115 4683.8 297.326
  13 0.125 3620.5 300.704
  14 0.135 3675 305.085
  15 0.145 3681 297.27
  16 0.155 3830.3 299.704
  17 0.165 6562.7 306.17
  18 0.175 5043 296.755
  19 0.185 6724 297.389
  20 0.195 5043 297.75
  21 0.205 6724 303.057
  22 0.215 5043 300.765
  23 0.225 6724 301.314
  24 0.235 5043 299.005
  25 0.245 6653.6 299.512
  26 0.255 3745.5 297.663
  27 0.265 3674.9 299.568
  28 0.275 3676 306.383
  29 0.285 3638.4 301.462
  30 0.295 5057.9 303.147
  31 0.305 5832.7 297.238
  32 0.315 5575 304.488
  33 0.325 6192 301.09
  34 0.335 5170.3 296.945
  35 0.345 6596.7 298.999
  36 0.355 5066.1 296.875
  37 0.365 6700.9 301.875
  38 0.375 5053.2 301.33
  39 0.385 6583.6 295.379
  40 0.395 3328.1 296.033
  41 0.405 5204.1 291.052
  42 0.415 5577.1 1097.84
  43 0.425 118.9 943.361
  44 0.435 0 0
  45 0.445 0 0
  46 0.455 0 0
  47 0.465 0 0
  48 0.475 0 0
  49 0.485 0 0
  50 0.495 0 0
  51 0.505 0 0
  52 0.515 0 0
  53 0.525 0 0
  54 0.535 0 0
  55 0.545 0 0
  56 0.555 0 0
  57 0.565 0 0
  58 0.575 111.8 826.979
  59 0.585 5543.9 2226.85
  60 0.595 5244 299.617
  61 0.605 3273.5 295.234
  62 0.615 6586.6 301.462
  63 0.625 5047.2 298.786
  64 0.635 6713.4 298.281
  65 0.645 5053.6 299.87
  66 0.655 6638.5 302.039
  67 0.665 5128.5 295.747
  68 0.675 6318.1 302.945
  69 0.685 5448.9 297.876
  70 0.695 5844.1 295.245
  71 0.705 5047.5 301.65
  72 0.715 3638.4 302.167
  73 0.725 3676 297.869
  74 0.735 3678.3 304.559
  75 0.745 3738 298.327
  76 0.755 6656.7 300.042
  77 0.765 5043 302.359
  78 0.775 6724 297.664
  79 0.785 5043 297.649
  80 0.795 6724 298.568
  81 0.805 5043 304.363
  82 0.815 6724 296.35
  83 0.825 5043 297.154
  84 0.835 6592 301.999
  85 0.845 3800.4 300.854
  86 0.855 3680.6 300.482
  87 0.865 3676 298.727
  88 0.875 3623.1 296.063
  89 0.885 4778.6 301.003
  90 0.895 6128.3 303.066
  91 0.905 5137.6 306.487
  92 0.915 6629.4 301.869
  93 0.925 5054.5 300.499
  94 0.935 6712.5 298.854
  95 0.945 5048.1 298.687
  96 0.955 6718.9 304.395
  97 0.965 5088.8 300.104
  98 0.975 6448.8 299.37
  99 0.985 3392.6 300.66
  100 0.995 3738 304.06
20 100 440002
  1 0.005 3723.4 304.959
  2 0.015 3449.8 306.297
  3 0.025 6424 301.333
  4 0.035 5055 299.389
  5 0.045 6724 301.802
  6 0.055 5043 295.84
  7 0.065 6711.7 297.522
  8 0.075 5055.3 296.149
  9 0.085 6636.7 301.52
  10 0.095 5130.3 302.09
  11 0.105 6195.7 300.205
  12 0.115 4710.5 297.326
  13 0.125 3623.8 300.779
  14 0.135 3675 305.267
  15 0.145 3680 297.321
  16 0.155 3807.5 298.834
