# Chunk-averaged data for fix velocity_z and group all
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount vz
10 100 437844
  1 0.005 5043 30.0123
  2 0.015 6723 30.0859
  3 0.025 5044 30.0249
  4 0.035 5043 30.0196
  5 0.045 6265.8 30.0147
  6 0.055 3360.8 30.0102
  7 0.065 3397.3 29.9574
  8 0.075 3308.9 29.9906
  9 0.085 3598.7 30.0257
  10 0.095 5089.2 30.0314
  11 0.105 5577.3 29.9664
  12 0.115 5043 30.0126
  13 0.125 6548 29.9964
  14 0.135 5219 30.0403
  15 0.145 5043 29.98
  16 0.155 6544 30.0125
  17 0.165 5223 29.9647
  18 0.175 5043 29.9939
  19 0.185 6076.9 29.9728
  20 0.195 4027.8 29.9767
  21 0.205 3586.9 29.9795
  22 0.215 3251.4 30.0516
  23 0.225 3542.1 29.9914
  24 0.235 4012.1 29.9122
  25 0.245 6100.8 30.0001
  26 0.255 5043 29.9925
  27 0.265 5235.6 29.9819
  28 0.275 6531.4 29.9863
  29 0.285 5043 29.9656
  30 0.295 5218.5 29.9935
  31 0.305 6548.5 29.9897
  32 0.315 5043 30.0581
  33 0.325 5555.7 30.034
  34 0.335 5021.3 29.9973
  35 0.345 3473.9 30.0662
  36 0.355 3456.3 30.1132
  37 0.365 3622.3 30.0549
  38 0.375 3541.8 30.0727
  39 0.385 5619.7 29.9736
  40 0.395 5305.7 29.969
  41 0.405 5530.4 29.9986
  42 0.415 5535.1 30.022
  43 0.425 6460.1 30.0459
  44 0.435 5193.1 30.106
  45 0.445 263.6 30.0587
  46 0.455 0 0
  47 0.465 0 0
  48 0.475 0 0
  49 0.485 0 0
  50 0.495 0 0
  51 0.505 0 0
  52 0.515 0 0
  53 0.525 0 0
  54 0.535 0 0
  55 0.545 0 0
  56 0.555 150.1 -30.078
  57 0.565 5045 -30.0377
  58 0.575 6580 -30.0039
  59 0.585 5602.2 -29.9893
  60 0.595 5443 -30.0088
  61 0.605 5629.6 -30.0215
  62 0.615 5317.4 -30.0089
  63 0.625 3600.8 -29.9578
  64 0.635 3629.2 -29.9756
  65 0.645 3422 -29.9248
  66 0.655 3464.2 -29.9335
  67 0.665 4971.9 -30.0045
  68 0.675 5659.6 -29.9944
  69 0.685 5043 -30.0233
  70 0.695 6350.3 -29.982
  71 0.705 5416.7 -30.0567
  72 0.715 5043 -30.0183
