# Chunk-averaged data for fix temp_bias and group all
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount temp
10 100 437844
  1 0.005 5043 303.183
  2 0.015 6723 298.716
  3 0.025 5044 302.177
  4 0.035 5043 309.398
  5 0.045 6265.8 296.671
  6 0.055 3360.8 305.12
  7 0.065 3397.3 299.335
  8 0.075 3308.9 298.085
  9 0.085 3598.7 297.143
  10 0.095 5089.2 304.938
  11 0.105 5577.3 302.074
  12 0.115 5043 307.561
  13 0.125 6548 297.632
  14 0.135 5219 296.088
  15 0.145 5043 306.285
  16 0.155 6544 303.857
  17 0.165 5223 295.852
  18 0.175 5043 303.755
  19 0.185 6076.9 298.386
  20 0.195 4027.8 298.221
  21 0.205 3586.9 300.908
  22 0.215 3251.4 295.492
  23 0.225 3542.1 304.834
  24 0.235 4012.1 301.216
  25 0.245 6100.8 299.672
  26 0.255 5043 295.335
  27 0.265 5235.6 295.695
  28 0.275 6531.4 296.395
  29 0.285 5043 301.669
  30 0.295 5218.5 299.997
  31 0.305 6548.5 301.297
  32 0.315 5043 296.016
  33 0.325 5555.7 300.863
  34 0.335 5021.3 306.044
  35 0.345 3473.9 303.618
  36 0.355 3456.3 296.29
  37 0.365 3622.3 298.672
  38 0.375 3541.8 296.984
  39 0.385 5619.7 305.012
  40 0.395 5305.7 297.002
  41 0.405 5530.4 300.769
  42 0.415 5535.1 298.332
  43 0.425 6460.1 297.397
  44 0.435 5193.1 348.506
  45 0.445 263.6 288.335
  46 0.455 0 0
  47 0.465 0 0
  48 0.475 0 0
  49 0.485 0 0
  50 0.495 0 0
  51 0.505 0 0
  52 0.515 0 0
  53 0.525 0 0
  54 0.535 0 0
  55 0.545 0 0
  56 0.555 150.1 282.461
  57 0.565 5045 1188.3
  58 0.575 6580 302.033
  59 0.585 5602.2 301.633
  60 0.595 5443 298.072
  61 0.605 5629.6 298.65
  62 0.615 5317.4 299.706
  63 0.625 3600.8 301.344
  64 0.635 3629.2 301.495
  65 0.645 3422 294.544
  66 0.655 3464.2 301.185
  67 0.665 4971.9 293.731
  68 0.675 5659.6 303.297
  69 0.685 5043 296.64
  70 0.695 6350.3 305.468
  71 0.705 5416.7 305.402
  72 0.715 5043 297.437
  73 0.725 6254.5 290.464
  74 0.735 5512.5 302.213
  75 0.745 5043 300.885
  76 0.755 5958.3 294.915
  77 0.765 4065.9 296.259
  78 0.775 3483.4 299.636
  79 0.785 3249.5 301.163
  80 0.795 3620.4 303.515
  81 0.805 4025.5 303.728
  82 0.815 6195 298.407
  83 0.825 5043 296.778
  84 0.835 5076.5 292.382
  85 0.845 6690.5 306.747
  86 0.855 5043 298.313
  87 0.865 5072.8 299.36
  88 0.875 6694.2 298.665
  89 0.885 5043 302.672
  90 0.895 5313.8 303.032
  91 0.905 5169.6 299.649
  92 0.915 3652.3 307.097
  93 0.925 3271.6 294.932
  94 0.935 3467.6 302.131
  95 0.945 3393.3 303.257
  96 0.955 6327.8 300.524
  97 0.965 5045 307.125
  98 0.975 5043 301.493
  99 0.985 6724 301.734
  100 0.995 5043 301.026
20 100 437844
  1 0.005 5043 303.279
  2 0.015 6723 298.931
  3 0.025 5044 303.011
  4 0.035 5043 309.733
  5 0.045 6255.8 297.376
  6 0.055 3345.3 304.688
  7 0.065 3380.7 298.993
  8 0.075 3316.4 298.209
  9 0.085 3602.3 296.814
  10 0.095 5051.9 305.954
  11 0.105 5645.6 301.978
  12 0.115 5043 307.637
  13 0.125 6447.3 297.626
  14 0.135 5319.7 296.004
  15 0.145 5043 306.929
  16 0.155 6383.1 304.102
  17 0.165 5383.9 295.948
  18 0.175 5043 303.989
  19 0.185 5998.7 298.232
  20 0.195 4042.2 299.4
  21 0.205 3525.7 298.723
  22 0.215 3251 296.239
  23 0.225 3599.2 303.784
  24 0.235 4002.2 301.484
  25 0.245 6179 300.406
  26 0.255 5043 295.046
  27 0.265 5102.7 295.047
  28 0.275 6664.3 296.335
  29 0.285 5043 301.523
  30 0.295 5089.5 300.257
  31 0.305 6677.5 301.748
  32 0.315 5043 295.53
  33 0.325 5379.5 300.874
  34 0.335 5079.6 306.176
  35 0.345 3474.6 303.606
  36 0.355 3490.6 295.62
  37 0.365 3640 298.781
  38 0.375 3575.3 297.847
  39 0.385 5558.9 304.555
  40 0.395 5368.3 297.501
  41 0.405 5471.2 300.859
  42 0.415 5595.6 299.411
  43 0.425 6386.8 302.457
  44 0.435 5283.6 351.46
  45 0.445 275 299.783
  46 0.455 0 0
  47 0.465 0 0
  48 0.475 0 0
  49 0.485 0 0
  50 0.495 0 0
  51 0.505 0 0
  52 0.515 0 0
  53 0.525 0 0
  54 0.535 0 0
  55 0.545 0 0
  56 0.555 158.7 269.514
  57 0.565 5150 1408.83
  58 0.575 6515.5 304.204
  59 0.585 5593.1 301.676
  60 0.595 5457.3 299.211
  61 0.605 5659.2 298.206
  62 0.615 5262.1 300.856
  63 0.625 3593.1 301.449
  64 0.635 3660.9 300.652
  65 0.645 3489.3 296.001
  66 0.655 3456.3 301.948
  67 0.665 5037.2 293.995
  68 0.675 5482.3 303.196
  69 0.685 5043 296.294
  70 0.695 6566.1 305.153
  71 0.705 5200.9 306.123
  72 0.715 5043 297.01
  73 0.725 6528 291.26
  74 0.735 5239 302.661
  75 0.745 5043 300.176
  76 0.755 6054.2 295.114
  77 0.765 4055.7 296.332
  78 0.775 3551.6 300.812
  79 0.785 3201.4 300.178
  80 0.795 3573.1 303.624
  81 0.805 4035.1 302.962
  82 0.815 6126.9 298.179
  83 0.825 5043 296.548
  84 0.835 5132.3 292.96
  85 0.845 6634.7 305.576
  86 0.855 5043 298.11
  87 0.865 5099.1 299.717
  88 0.875 6667.9 299.315
  89 0.885 5043 302.557
  90 0.895 5378.4 303.588
  91 0.905 5150.8 298.532
  92 0.915 3653.3 307.53
  93 0.925 3273.8 296.667
  94 0.935 3439.3 300.723
  95 0.945 3379 302.398
  96 0.955 6321.9 300.667
  97 0.965 5044.5 305.905
  98 0.975 5043 302.354
  99 0.985 6724 302.101
  100 0.995 5043 300.188
30 100 437844
  1 0.005 5043 303.341
  2 0.015 6723.6 299.204
  3 0.025 5043.4 303.71
  4 0.035 5043 309.828
  5 0.045 6243.3 298.017
  6 0.055 3329.9 304.229
  7 0.065 3352.4 298.161
  8 0.075 3335 299.161
  9 0.085 3616.9 296.007
  10 0.095 5016.6 306.615
  11 0.105 5703.9 302.458
  12 0.115 5043 307.589
  13 0.125 6315.2 297.06
  14 0.135 5451.8 296.553
  15 0.145 5043 307.584
  16 0.155 6188 304.065
  17 0.165 5579 296.444
  18 0.175 5043 304.121
  19 0.185 5931 298.007
  20 0.195 4044.9 300.795
  21 0.205 3454.3 296.583
  22 0.215 3290.5 296.04
  23 0.225 3629.5 302.4
  24 0.235 3985.7 302.966
  25 0.245 6262.1 300.804
  26 0.255 5043 294.783
  27 0.265 5056.4 294.579
  28 0.275 6710.6 296.098
  29 0.285 5043 301.402
  30 0.295 5049.4 300.004
