# Chunk-averaged data for fix temp_bias and group all
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount temp
10 100 444002
  1 0.005 3762.9 303.317
  2 0.015 3403.9 300.009
  3 0.025 6456.9 296.058
  4 0.035 5043.5 295.087
  5 0.045 6724 303.204
  6 0.055 5043 296.631
  7 0.065 6724 298.221
  8 0.075 5043 301.918
  9 0.085 6724 301.076
  10 0.095 5043 296.431
  11 0.105 6724 302.563
  12 0.115 4192 298.811
  13 0.125 3614 306.558
  14 0.135 3675 298.998
  15 0.145 3837.6 292.159
  16 0.155 4813.7 300.699
  17 0.165 5422.7 292.895
  18 0.175 6714.5 303.387
  19 0.185 5052.5 296.673
  20 0.195 6721.8 302.494
  21 0.205 5045.2 301.025
  22 0.215 6722.2 299.69
  23 0.225 5044.8 295.034
  24 0.235 6718.3 300.052
  25 0.245 5048.7 298.589
  26 0.255 3694 300.848
  27 0.265 3666.7 304.836
  28 0.275 4071 298.11
  29 0.285 4178.1 299.196
  30 0.295 4902.2 301.679
  31 0.305 5196.7 297.818
  32 0.315 6570.3 298.185
  33 0.325 5244.5 296.598
  34 0.335 6522.5 298.749
  35 0.345 5303.2 305.299
  36 0.355 6463.8 297.779
  37 0.365 5516.5 307.183
  38 0.375 6250.5 302.372
  39 0.385 4981 301.533
  40 0.395 4070.7 301.666
  41 0.405 6020.7 301.615
  42 0.415 5905.6 300.193
  43 0.425 166 294.393
  44 0.435 0 0
  45 0.445 0 0
  46 0.455 0 0
  47 0.465 0 0
  48 0.475 0 0
  49 0.485 0 0
  50 0.495 0 0
  51 0.505 0 0
  52 0.515 0 0
  53 0.525 0 0
  54 0.535 0 0
  55 0.545 0 0
  56 0.555 0 0
  57 0.565 0 0
  58 0.575 182.2 309.249
  59 0.585 5821.5 299.546
  60 0.595 6055.2 295.645
  61 0.605 4051.2 299.603
  62 0.615 4969.9 300.204
  63 0.625 6087.7 304.523
  64 0.635 5679.3 297.993
  65 0.645 6311.1 299.132
  66 0.655 5455.9 305.35
  67 0.665 6416.7 302.761
  68 0.675 5350.3 299.883
  69 0.685 6524.8 300.526
  70 0.695 5242.2 303.046
  71 0.705 4890.8 298.441
  72 0.715 4187.4 301.686
  73 0.725 4073.9 296.145
  74 0.735 3672.4 301.964
  75 0.745 3687.5 288.973
  76 0.755 5045.4 298.45
  77 0.765 6721.6 301.021
  78 0.775 5043 304.275
  79 0.785 6724 304.254
  80 0.795 5044.8 294.399
  81 0.805 6722.2 304.428
  82 0.815 5048.6 302.553
  83 0.825 6718.4 301.03
  84 0.835 5365.3 299.16
  85 0.845 4867 296.028
  86 0.855 3841.7 299.658
  87 0.865 3675 305.332
  88 0.875 3621 300.96
  89 0.885 4185 302.051
  90 0.895 6724 296.256
  91 0.905 5043 299.628
  92 0.915 6724 298.762
  93 0.925 5043 299.475
  94 0.935 6724 303.35
  95 0.945 5043 299.434
  96 0.955 6724 303.659
  97 0.965 5047 297.302
  98 0.975 6413.3 302.708
  99 0.985 3458.4 296.889
  100 0.995 3736.1 296.923
20 100 444002
  1 0.005 3757.3 302.485
  2 0.015 3404.6 299.454
  3 0.025 6458 295.896
  4 0.035 5044 295.792
  5 0.045 6724 303.829
  6 0.055 5043 297.032
  7 0.065 6724 298.15
  8 0.075 5043 301.532
  9 0.085 6724 301.405
  10 0.095 5043 297.158
  11 0.105 6724 301.889
  12 0.115 4192 298.375
  13 0.125 3614 307.268
  14 0.135 3675 298.83
  15 0.145 3812.9 291.543
  16 0.155 4792 300.765
