# Chunk-averaged data for fix velocity_z and group all
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount vz
10 100 444002
  1 0.005 3762.9 20.0425
  2 0.015 3403.9 20.015
  3 0.025 6456.9 19.9941
  4 0.035 5043.5 20.0094
  5 0.045 6724 19.9505
  6 0.055 5043 20.0342
  7 0.065 6724 19.9983
  8 0.075 5043 19.9957
  9 0.085 6724 20.0086
  10 0.095 5043 19.9809
  11 0.105 6724 20.0302
  12 0.115 4192 19.9938
  13 0.125 3614 19.9254
  14 0.135 3675 20.0259
  15 0.145 3837.6 20.0038
  16 0.155 4813.7 20.0444
  17 0.165 5422.7 19.9979
  18 0.175 6714.5 19.9897
  19 0.185 5052.5 20.0164
  20 0.195 6721.8 19.9931
  21 0.205 5045.2 20.0377
  22 0.215 6722.2 19.9901
  23 0.225 5044.8 19.9885
  24 0.235 6718.3 19.9755
  25 0.245 5048.7 20.0105
  26 0.255 3694 19.9879
  27 0.265 3666.7 19.9763
  28 0.275 4071 19.9958
  29 0.285 4178.1 20.0063
  30 0.295 4902.2 19.9371
  31 0.305 5196.7 19.9834
  32 0.315 6570.3 19.9619
  33 0.325 5244.5 20.0321
  34 0.335 6522.5 19.9606
  35 0.345 5303.2 20.0128
  36 0.355 6463.8 19.9979
  37 0.365 5516.5 20.0331
  38 0.375 6250.5 20.0124
  39 0.385 4981 20.0475
  40 0.395 4070.7 19.9381
  41 0.405 6020.7 20.0058
  42 0.415 5905.6 20.062
  43 0.425 166 19.8899
  44 0.435 0 0
  45 0.445 0 0
  46 0.455 0 0
  47 0.465 0 0
  48 0.475 0 0
  49 0.485 0 0
  50 0.495 0 0
  51 0.505 0 0
  52 0.515 0 0
  53 0.525 0 0
  54 0.535 0 0
  55 0.545 0 0
  56 0.555 0 0
  57 0.565 0 0
  58 0.575 182.2 -20.2207
  59 0.585 5821.5 -19.9687
  60 0.595 6055.2 -20.0187
  61 0.605 4051.2 -20.0195
  62 0.615 4969.9 -19.9825
  63 0.625 6087.7 -19.9928
  64 0.635 5679.3 -20.0356
  65 0.645 6311.1 -19.9879
  66 0.655 5455.9 -19.971
  67 0.665 6416.7 -19.9973
  68 0.675 5350.3 -19.9651
  69 0.685 6524.8 -19.9739
  70 0.695 5242.2 -20.022
  71 0.705 4890.8 -20.0599
  72 0.715 4187.4 -20.0008
  73 0.725 4073.9 -20.0764
  74 0.735 3672.4 -20.037
  75 0.745 3687.5 -20.016
  76 0.755 5045.4 -19.9765
  77 0.765 6721.6 -19.9624
  78 0.775 5043 -20.0135
  79 0.785 6724 -19.999
  80 0.795 5044.8 -19.985
  81 0.805 6722.2 -20.0176
  82 0.815 5048.6 -19.984
  83 0.825 6718.4 -19.9969
  84 0.835 5365.3 -20.0181
  85 0.845 4867 -19.9774
  86 0.855 3841.7 -19.9859
  87 0.865 3675 -19.9155
  88 0.875 3621 -19.9727
  89 0.885 4185 -20.0374
  90 0.895 6724 -20.0098
  91 0.905 5043 -20.0181
  92 0.915 6724 -20.034
  93 0.925 5043 -19.9969
  94 0.935 6724 -19.9737
  95 0.945 5043 -19.9801
  96 0.955 6724 -19.9817
  97 0.965 5047 -20.0149
  98 0.975 6413.3 -19.9946
  99 0.985 3458.4 -20.0123
  100 0.995 3736.1 -20.0115
20 100 444002
  1 0.005 3757.3 20.0318
  2 0.015 3404.6 20.0238
  3 0.025 6458 19.9919
  4 0.035 5044 20.0106
  5 0.045 6724 19.9504
  6 0.055 5043 20.0322
  7 0.065 6724 19.9992
  8 0.075 5043 19.9959
  9 0.085 6724 20.0092
  10 0.095 5043 19.981
  11 0.105 6724 20.0296
  12 0.115 4192 19.9986
  13 0.125 3614 19.9241
  14 0.135 3675 20.0205
  15 0.145 3812.9 20.0038
  16 0.155 4792 20.0492
  17 0.165 5469.1 19.9939
  18 0.175 6704.9 19.9897
  19 0.185 5062.1 20.0154
  20 0.195 6718.8 19.994
  21 0.205 5048.2 20.0374
  22 0.215 6719 19.9905
  23 0.225 5048 19.9866
  24 0.235 6711.7 19.9774
  25 0.245 5055.3 20.0102
  26 0.255 3691.6 19.9877
  27 0.265 3664.3 19.9791
  28 0.275 3992.2 19.9928
  29 0.285 4240.6 20.0079
  30 0.295 4923.3 19.9345
  31 0.305 5110.3 19.9802
  32 0.315 6656.7 19.9659
  33 0.325 5134.5 20.0331
  34 0.335 6632.5 19.9621
  35 0.345 5157.5 20.0106
  36 0.355 6609.5 19.9983
  37 0.365 5300.5 20.0286
  38 0.375 6466.5 20.0158
  39 0.385 4977.2 20.0548
  40 0.395 4055.9 19.9456
  41 0.405 5977.2 20.0216
  42 0.415 5958.2 20.033
  43 0.425 175.5 19.791
  44 0.435 0 0
  45 0.445 0 0
  46 0.455 0 0
  47 0.465 0 0
  48 0.475 0 0
  49 0.485 0 0
  50 0.495 0 0
  51 0.505 0 0
  52 0.515 0 0
  53 0.525 0 0
  54 0.535 0 0
  55 0.545 0 0
  56 0.555 0 0
  57 0.565 0 0
  58 0.575 191.3 -19.8832
  59 0.585 5871.9 -19.9701
  60 0.595 6018.9 -20.0238
  61 0.605 4028.9 -20.0231
  62 0.615 4969 -19.9844
  63 0.625 6363.9 -19.9869
  64 0.635 5403.1 -20.0445
  65 0.645 6517.6 -19.9866
  66 0.655 5249.4 -19.9698
  67 0.665 6584 -19.9996
  68 0.675 5183 -19.9617
  69 0.685 6638.4 -19.9836
  70 0.695 5128.6 -20.0121
  71 0.705 4913.7 -20.0597
  72 0.715 4264.5 -20.0061
  73 0.725 3977.4 -20.0702
  74 0.735 3670.4 -20.0387
  75 0.745 3686 -20.0163
  76 0.755 5048.5 -19.9744
  77 0.765 6718.5 -19.9649
  78 0.775 5043.3 -20.0119
  79 0.785 6723.7 -19.9992
  80 0.795 5045 -19.9861
  81 0.805 6722 -20.0176
  82 0.815 5053.5 -19.9826
  83 0.825 6713.5 -19.9977
  84 0.835 5405.1 -20.0185
  85 0.845 4859.2 -19.9784
  86 0.855 3809.7 -19.9828
  87 0.865 3675 -19.9128
  88 0.875 3621 -19.9739
  89 0.885 4185 -20.0364
  90 0.895 6724 -20.0107
  91 0.905 5043 -20.0175
  92 0.915 6724 -20.0342
  93 0.925 5043 -19.9974
  94 0.935 6724 -19.9741
  95 0.945 5043 -19.9794
  96 0.955 6724 -19.981
  97 0.965 5047 -20.0154
  98 0.975 6414.6 -19.995
  99 0.985 3461.2 -20.0186
  100 0.995 3735.3 -19.9652
30 100 444002
  1 0.005 3754.5 20.0237
  2 0.015 3404.1 20.0257
  3 0.025 6458.5 19.9911
  4 0.035 5044 20.0116
  5 0.045 6724 19.9504
  6 0.055 5043 20.0303
  7 0.065 6724 20
  8 0.075 5043 19.9963
  9 0.085 6724 20.0096
  10 0.095 5043 19.9813
  11 0.105 6724 20.029
  12 0.115 4192 20.0033
  13 0.125 3614 19.9235
